idx,split,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
31,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,leaps,The chilly frog,The chilly frog leaps,The chilly frog leap,4
32,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,remain,The big frogs,The big frogs remain,The big frogs remains,4
33,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,pour,The strong monitors,The strong monitors pour,The strong monitors pours,4
34,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,dance,The quick pigs,The quick pigs dance,The quick pigs dances,4
35,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,leaps,The fuzzy duck,The fuzzy duck leaps,The fuzzy duck leap,4
36,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,settle,The gentle pigs,The gentle pigs settle,The gentle pigs settles,4
37,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,clicks,The gray pig,The gray pig clicks,The gray pig click,4
38,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,swims,The massive bat,The massive bat swims,The massive bat swim,4
39,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,claw,The big seals,The big seals claw,The big seals claws,4
40,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,pours,The glossy pig,The glossy pig pours,The glossy pig pour,4
41,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,click,The massive pandas,The massive pandas click,The massive pandas clicks,4
42,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,pours,The giant pig,The giant pig pours,The giant pig pour,4
43,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,hops,The red pig,The red pig hops,The red pig hop,4
44,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,scales,The brisk monitor,The brisk monitor scales,The brisk monitor scale,4
45,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,remain,The vast bats,The vast bats remain,The vast bats remains,4
46,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,gather,The young seals,The young seals gather,The young seals gathers,4
47,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,raise,The vast seals,The vast seals raise,The vast seals raises,4
48,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,drops,The brisk bird,The brisk bird drops,The brisk bird drop,4
49,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,floats,The pale panda,The pale panda floats,The pale panda float,4
50,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,pours,The red bird,The red bird pours,The red bird pour,4
51,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,floats,The gentle seal,The gentle seal floats,The gentle seal float,4
52,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,settle,The big birds,The big birds settle,The big birds settles,4
53,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,flow,The minor seals,The minor seals flow,The minor seals flows,4
54,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,mounts,The speedy panda,The speedy panda mounts,The speedy panda mount,4
55,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,gathers,The young seal,The young seal gathers,The young seal gather,4
56,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,pours,The speedy duck,The speedy duck pours,The speedy duck pour,4
57,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,range,The silent frogs,The silent frogs range,The silent frogs ranges,4
58,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,claw,The bronze frogs,The bronze frogs claw,The bronze frogs claws,4
59,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,hop,The speedy seals,The speedy seals hop,The speedy seals hops,4
60,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,leap,The bronze monitors,The bronze monitors leap,The bronze monitors leaps,4
61,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,pours,The fierce panda,The fierce panda pours,The fierce panda pour,4
62,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,claws,The sleek seal,The sleek seal claws,The sleek seal claw,4
63,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,claw,The gentle monitors,The gentle monitors claw,The gentle monitors claws,4
64,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,remains,The cool panda,The cool panda remains,The cool panda remain,4
65,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,springs,The red panda,The red panda springs,The red panda spring,4
66,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,rocks,The murky bat,The murky bat rocks,The murky bat rock,4
67,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,settles,The happy bat,The happy bat settles,The happy bat settle,4
68,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,grabs,The speedy monitor,The speedy monitor grabs,The speedy monitor grab,4
69,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,drops,The elderly bat,The elderly bat drops,The elderly bat drop,4
70,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,flows,The joyful bird,The joyful bird flows,The joyful bird flow,4
71,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,remains,The vast bat,The vast bat remains,The vast bat remain,4
72,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,wake,The coarse birds,The coarse birds wake,The coarse birds wakes,4
73,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,wakes,The loud frog,The loud frog wakes,The loud frog wake,4
74,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,grab,The hungry ducks,The hungry ducks grab,The hungry ducks grabs,4
75,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,orbits,The brisk frog,The brisk frog orbits,The brisk frog orbit,4
76,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,hop,The cheerful pandas,The cheerful pandas hop,The cheerful pandas hops,4
77,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,range,The bronze seals,The bronze seals range,The bronze seals ranges,4
78,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,tracks,The loud panda,The loud panda tracks,The loud panda track,4
79,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,remains,The yellow pig,The yellow pig remains,The yellow pig remain,4
80,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,settle,The pale monitors,The pale monitors settle,The pale monitors settles,4
81,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,dances,The massive duck,The massive duck dances,The massive duck dance,4
82,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,mount,The quick ducks,The quick ducks mount,The quick ducks mounts,4
83,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,drops,The sleek panda,The sleek panda drops,The sleek panda drop,4
84,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,grab,The young bats,The young bats grab,The young bats grabs,4
85,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,claw,The swift bats,The swift bats claw,The swift bats claws,4
86,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,claws,The cool monitor,The cool monitor claws,The cool monitor claw,4
87,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,pauses,The pink frog,The pink frog pauses,The pink frog pause,4
88,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,dances,The murky panda,The murky panda dances,The murky panda dance,4
89,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,raise,The swift frogs,The swift frogs raise,The swift frogs raises,4
90,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,ranges,The elderly monitor,The elderly monitor ranges,The elderly monitor range,4
91,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,grabs,The young bat,The young bat grabs,The young bat grab,4
92,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,gathers,The crimson panda,The crimson panda gathers,The crimson panda gather,4
93,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,leap,The thin pigs,The thin pigs leap,The thin pigs leaps,4
94,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,leaps,The vivid pig,The vivid pig leaps,The vivid pig leap,4
95,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,rotate,The pink bats,The pink bats rotate,The pink bats rotates,4
96,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,raise,The happy pigs,The happy pigs raise,The happy pigs raises,4
97,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,rush,The glossy birds,The glossy birds rush,The glossy birds rushes,4
98,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,click,The happy seals,The happy seals click,The happy seals clicks,4
99,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,range,The vivid birds,The vivid birds range,The vivid birds ranges,4
100,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,range,The elderly monitors,The elderly monitors range,The elderly monitors ranges,4
101,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,swims,The vast pig,The vast pig swims,The vast pig swim,4
102,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,scale,The brave ducks,The brave ducks scale,The brave ducks scales,4
103,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,float,The yellow frogs,The yellow frogs float,The yellow frogs floats,4
104,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,float,The gentle seals,The gentle seals float,The gentle seals floats,4
105,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,grips,The strong panda,The strong panda grips,The strong panda grip,4
106,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,drops,The chilly duck,The chilly duck drops,The chilly duck drop,4
107,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,stamps,The green panda,The green panda stamps,The green panda stamp,4
108,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,remain,The silent ducks,The silent ducks remain,The silent ducks remains,4
109,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,grabs,The minor frog,The minor frog grabs,The minor frog grab,4
110,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,settles,The yellow seal,The yellow seal settles,The yellow seal settle,4
111,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,swim,The happy pandas,The happy pandas swim,The happy pandas swims,4
112,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,raises,The yellow duck,The yellow duck raises,The yellow duck raise,4
113,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,remain,The sleek frogs,The sleek frogs remain,The sleek frogs remains,4
114,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,rock,The happy ducks,The happy ducks rock,The happy ducks rocks,4
115,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,gather,The brown ducks,The brown ducks gather,The brown ducks gathers,4
116,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,raises,The coarse monitor,The coarse monitor raises,The coarse monitor raise,4
117,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,rock,The loud seals,The loud seals rock,The loud seals rocks,4
118,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,drop,The wild ducks,The wild ducks drop,The wild ducks drops,4
119,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,grip,The glossy seals,The glossy seals grip,The glossy seals grips,4
120,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,flow,The striped monitors,The striped monitors flow,The striped monitors flows,4
121,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,rotate,The brave seals,The brave seals rotate,The brave seals rotates,4
122,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,settle,The noisy frogs,The noisy frogs settle,The noisy frogs settles,4
123,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,mount,The tame frogs,The tame frogs mount,The tame frogs mounts,4
124,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,raises,The happy pig,The happy pig raises,The happy pig raise,4
125,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,grab,The minor frogs,The minor frogs grab,The minor frogs grabs,4
126,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,rotates,The brave seal,The brave seal rotates,The brave seal rotate,4
127,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,drop,The brisk birds,The brisk birds drop,The brisk birds drops,4
128,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,leap,The brisk seals,The brisk seals leap,The brisk seals leaps,4
129,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,rotates,The fierce monitor,The fierce monitor rotates,The fierce monitor rotate,4
130,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,drop,The sleek pandas,The sleek pandas drop,The sleek pandas drops,4
131,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,wakes,The murky monitor,The murky monitor wakes,The murky monitor wake,4
132,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,click,The gray pigs,The gray pigs click,The gray pigs clicks,4
133,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,settles,The vast monitor,The vast monitor settles,The vast monitor settle,4
134,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,wakes,The massive bird,The massive bird wakes,The massive bird wake,4
135,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,scales,The pink pig,The pink pig scales,The pink pig scale,4
136,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,clicks,The coarse panda,The coarse panda clicks,The coarse panda click,4
137,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,wakes,The tame bat,The tame bat wakes,The tame bat wake,4
138,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,ranges,The bronze seal,The bronze seal ranges,The bronze seal range,4
139,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,flows,The green duck,The green duck flows,The green duck flow,4
140,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,click,The pale frogs,The pale frogs click,The pale frogs clicks,4
141,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,remains,The sleek frog,The sleek frog remains,The sleek frog remain,4
142,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,claws,The bronze frog,The bronze frog claws,The bronze frog claw,4
143,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,wake,The joyful pigs,The joyful pigs wake,The joyful pigs wakes,4
144,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,claws,The big seal,The big seal claws,The big seal claw,4
145,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,leaps,The sleek bat,The sleek bat leaps,The sleek bat leap,4
146,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,rush,The sad bats,The sad bats rush,The sad bats rushes,4
147,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,dance,The green frogs,The green frogs dance,The green frogs dances,4
148,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,click,The swift birds,The swift birds click,The swift birds clicks,4
149,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,leap,The fuzzy ducks,The fuzzy ducks leap,The fuzzy ducks leaps,4
150,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,rock,The hungry pandas,The hungry pandas rock,The hungry pandas rocks,4
151,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,raise,The yellow ducks,The yellow ducks raise,The yellow ducks raises,4
152,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,stamp,The gray frogs,The gray frogs stamp,The gray frogs stamps,4
153,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,stamps,The massive seal,The massive seal stamps,The massive seal stamp,4
154,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,rotate,The crimson pigs,The crimson pigs rotate,The crimson pigs rotates,4
155,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,gather,The striped birds,The striped birds gather,The striped birds gathers,4
156,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,grab,The brown pigs,The brown pigs grab,The brown pigs grabs,4
157,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,grip,The pink pandas,The pink pandas grip,The pink pandas grips,4
158,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,settles,The sleek bird,The sleek bird settles,The sleek bird settle,4
159,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,settles,The gentle pig,The gentle pig settles,The gentle pig settle,4
160,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,rotates,The glossy panda,The glossy panda rotates,The glossy panda rotate,4
161,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,mount,The minor birds,The minor birds mount,The minor birds mounts,4
162,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,wakes,The gray duck,The gray duck wakes,The gray duck wake,4
163,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,claws,The gentle monitor,The gentle monitor claws,The gentle monitor claw,4
164,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,pour,The chilly bats,The chilly bats pour,The chilly bats pours,4
165,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,grabs,The joyful duck,The joyful duck grabs,The joyful duck grab,4
166,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,pause,The brisk pigs,The brisk pigs pause,The brisk pigs pauses,4
167,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,pour,The cheerful frogs,The cheerful frogs pour,The cheerful frogs pours,4
168,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,wakes,The green seal,The green seal wakes,The green seal wake,4
169,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,remain,The sad ducks,The sad ducks remain,The sad ducks remains,4
170,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,dances,The hungry seal,The hungry seal dances,The hungry seal dance,4
171,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,rushes,The sad bat,The sad bat rushes,The sad bat rush,4
172,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,track,The happy frogs,The happy frogs track,The happy frogs tracks,4
173,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,leaps,The thin pig,The thin pig leaps,The thin pig leap,4
174,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,tracks,The vast bird,The vast bird tracks,The vast bird track,4
175,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,lowers,The quick seal,The quick seal lowers,The quick seal lower,4
176,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,orbits,The silent pig,The silent pig orbits,The silent pig orbit,4
177,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,lowers,The murky pig,The murky pig lowers,The murky pig lower,4
178,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,swims,The gentle frog,The gentle frog swims,The gentle frog swim,4
179,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,grip,The giant seals,The giant seals grip,The giant seals grips,4
180,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,track,The green monitors,The green monitors track,The green monitors tracks,4
181,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,pauses,The brisk pig,The brisk pig pauses,The brisk pig pause,4
182,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,stamps,The joyful monitor,The joyful monitor stamps,The joyful monitor stamp,4
183,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,rock,The murky bats,The murky bats rock,The murky bats rocks,4
184,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,flow,The brown pandas,The brown pandas flow,The brown pandas flows,4
185,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,scales,The glossy frog,The glossy frog scales,The glossy frog scale,4
186,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,grip,The cheerful birds,The cheerful birds grip,The cheerful birds grips,4
187,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,flows,The murky seal,The murky seal flows,The murky seal flow,4
188,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,scales,The cheerful duck,The cheerful duck scales,The cheerful duck scale,4
189,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,rock,The joyful pandas,The joyful pandas rock,The joyful pandas rocks,4
190,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,raises,The massive monitor,The massive monitor raises,The massive monitor raise,4
191,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,float,The swift pigs,The swift pigs float,The swift pigs floats,4
192,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,range,The yellow monitors,The yellow monitors range,The yellow monitors ranges,4
193,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,grab,The quick birds,The quick birds grab,The quick birds grabs,4
194,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,leaps,The sad panda,The sad panda leaps,The sad panda leap,4
195,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,gathers,The brave pig,The brave pig gathers,The brave pig gather,4
196,train,verb,0,sg,target_verb_num_sg_att0_pl,seal,clicks,The happy seal,The happy seal clicks,The happy seal click,4
197,train,verb,0,sg,target_verb_num_sg_att0_pl,frog,swims,The cool frog,The cool frog swims,The cool frog swim,4
198,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,gather,The crimson pandas,The crimson pandas gather,The crimson pandas gathers,4
199,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,pauses,The giant duck,The giant duck pauses,The giant duck pause,4
200,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,pause,The fierce birds,The fierce birds pause,The fierce birds pauses,4
201,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,swim,The swift seals,The swift seals swim,The swift seals swims,4
202,train,verb,0,sg,target_verb_num_sg_att0_pl,monitor,mounts,The young monitor,The young monitor mounts,The young monitor mount,4
203,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,floats,The vast panda,The vast panda floats,The vast panda float,4
204,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,wakes,The hungry pig,The hungry pig wakes,The hungry pig wake,4
205,train,verb,0,pl,target_verb_num_pl_att0_sg,birds,dance,The loud birds,The loud birds dance,The loud birds dances,4
206,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,stamp,The coarse seals,The coarse seals stamp,The coarse seals stamps,4
207,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,scale,The cheerful ducks,The cheerful ducks scale,The cheerful ducks scales,4
208,train,verb,0,sg,target_verb_num_sg_att0_pl,bird,grips,The brave bird,The brave bird grips,The brave bird grip,4
209,train,verb,0,pl,target_verb_num_pl_att0_sg,pandas,hop,The brave pandas,The brave pandas hop,The brave pandas hops,4
210,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,settle,The bronze ducks,The bronze ducks settle,The bronze ducks settles,4
211,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,gather,The speedy frogs,The speedy frogs gather,The speedy frogs gathers,4
212,train,verb,0,pl,target_verb_num_pl_att0_sg,seals,mount,The brown seals,The brown seals mount,The brown seals mounts,4
213,train,verb,0,sg,target_verb_num_sg_att0_pl,panda,springs,The young panda,The young panda springs,The young panda spring,4
214,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,ranges,The cool bat,The cool bat ranges,The cool bat range,4
215,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,scale,The vivid bats,The vivid bats scale,The vivid bats scales,4
216,train,verb,0,sg,target_verb_num_sg_att0_pl,pig,springs,The speedy pig,The speedy pig springs,The speedy pig spring,4
217,train,verb,0,pl,target_verb_num_pl_att0_sg,bats,drop,The yellow bats,The yellow bats drop,The yellow bats drops,4
218,train,verb,0,sg,target_verb_num_sg_att0_pl,bat,drops,The yellow bat,The yellow bat drops,The yellow bat drop,4
219,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,claws,The thin duck,The thin duck claws,The thin duck claw,4
220,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,range,The sad frogs,The sad frogs range,The sad frogs ranges,4
221,train,verb,0,pl,target_verb_num_pl_att0_sg,frogs,rotate,The young frogs,The young frogs rotate,The young frogs rotates,4
222,train,verb,0,sg,target_verb_num_sg_att0_pl,duck,grabs,The hungry duck,The hungry duck grabs,The hungry duck grab,4
223,train,verb,0,pl,target_verb_num_pl_att0_sg,monitors,wake,The murky monitors,The murky monitors wake,The murky monitors wakes,4
224,train,verb,0,pl,target_verb_num_pl_att0_sg,ducks,pour,The speedy ducks,The speedy ducks pour,The speedy ducks pours,4
225,train,verb,0,pl,target_verb_num_pl_att0_sg,pigs,rush,The wild pigs,The wild pigs rush,The wild pigs rushes,4
