idx,split,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
176,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],root,The barren [wugs],The barren [wugs] root,The barren [wugs] roots,7
177,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],rises,The blatant [wug],The blatant [wug] rises,The blatant [wug] rise,7
178,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],feed,The blue [wugs],The blue [wugs] feed,The blue [wugs] feeds,7
179,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],drum,The bold [wugs],The bold [wugs] drum,The bold [wugs] drums,7
180,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],arrives,The crisp [wug],The crisp [wug] arrives,The crisp [wug] arrive,7
181,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],feeds,The humid [wug],The humid [wug] feeds,The humid [wug] feed,7
182,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],roots,The large [wug],The large [wug] roots,The large [wug] root,7
183,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],clears,The dazzling [wug],The dazzling [wug] clears,The dazzling [wug] clear,7
184,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],sail,The compact [wugs],The compact [wugs] sail,The compact [wugs] sails,7
185,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],circle,The sluggish [wugs],The sluggish [wugs] circle,The sluggish [wugs] circles,7
186,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],drum,The manic [wugs],The manic [wugs] drum,The manic [wugs] drums,7
187,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],dives,The transparent [wug],The transparent [wug] dives,The transparent [wug] dive,7
188,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],lifts,The biting [wug],The biting [wug] lifts,The biting [wug] lift,7
189,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],lean,The faded [wugs],The faded [wugs] lean,The faded [wugs] leans,7
190,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],dives,The clear [wug],The clear [wug] dives,The clear [wug] dive,7
191,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],arrives,The transparent [wug],The transparent [wug] arrives,The transparent [wug] arrive,7
192,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],wait,The huge [wugs],The huge [wugs] wait,The huge [wugs] waits,7
193,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],dive,The purple [wugs],The purple [wugs] dive,The purple [wugs] dives,7
194,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],root,The broad [wugs],The broad [wugs] root,The broad [wugs] roots,7
195,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],races,The kindly [wug],The kindly [wug] races,The kindly [wug] race,7
196,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],spins,The wary [wug],The wary [wug] spins,The wary [wug] spin,7
197,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],dives,The idle [wug],The idle [wug] dives,The idle [wug] dive,7
198,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],rise,The ripe [wugs],The ripe [wugs] rise,The ripe [wugs] rises,7
199,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],lean,The agile [wugs],The agile [wugs] lean,The agile [wugs] leans,7
200,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],drink,The fast [wugs],The fast [wugs] drink,The fast [wugs] drinks,7
201,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],stretches,The cloudy [wug],The cloudy [wug] stretches,The cloudy [wug] stretch,7
202,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],drink,The cloudy [wugs],The cloudy [wugs] drink,The cloudy [wugs] drinks,7
203,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],feeds,The thick [wug],The thick [wug] feeds,The thick [wug] feed,7
204,test,verb,0,sg,target_verb_num_sg_att0_pl,[wug],waits,The icy [wug],The icy [wug] waits,The icy [wug] wait,7
205,test,verb,0,pl,target_verb_num_pl_att0_sg,[wugs],wait,The clear [wugs],The clear [wugs] wait,The clear [wugs] waits,7
